iter	Logloss
235	0.5288550054
236	0.5288185136
237	0.5287639532
238	0.528742698
239	0.5286919397
240	0.5286445081
241	0.5285790629
242	0.5285486091
243	0.5285082491
244	0.5284440463
245	0.5284083837
246	0.5283763182
247	0.5283296811
248	0.5282780664
249	0.528239528
250	0.5281924373
251	0.5281596888
252	0.5281350807
253	0.5280753002
254	0.528032848
255	0.527969151
256	0.527925534
257	0.5278849561
258	0.5278399544
259	0.5277942265
260	0.5277649651
261	0.5276824783
262	0.5276622394
263	0.5276274605
264	0.5275880018
265	0.5275503067
266	0.52752237
267	0.5274609501
268	0.5274226347
269	0.5273803045
270	0.5273439188
271	0.5272956212
272	0.5272673438
273	0.5272336239
274	0.5271963522
275	0.5271538322
276	0.527132831
277	0.5270839893
278	0.5270210268
279	0.5269787957
280	0.5269774914
281	0.5269358833
282	0.5268886174
283	0.5268639154
284	0.5268506512
285	0.5268247513
286	0.5268016859
287	0.5267365537
288	0.5266988439
289	0.5266591605
290	0.5266120159
291	0.5265604175
292	0.5265193571
293	0.5264824033
294	0.526431137
295	0.526394837
296	0.5263740571
297	0.5263367846
298	0.5262994599
299	0.5262361327
300	0.5261988346
301	0.5261658912
302	0.5261305921
303	0.5261023953
304	0.5260515348
305	0.5260005958
306	0.5259402085
307	0.5258769386
308	0.5258387216
309	0.5258014077
310	0.5257576945
311	0.525726746
312	0.5257030279
313	0.5256844748
314	0.5256522191
315	0.5255841263
316	0.5255279711
317	0.5254967504
318	0.5254260327
319	0.5253825032
320	0.5253495887
321	0.5253041683
322	0.5252605185
323	0.5252253738
324	0.5252147575
325	0.5251871626
326	0.5251403095
327	0.5251066791
328	0.5250617394
329	0.5250154164
330	0.5249612624
331	0.5249377053
332	0.5249044189
333	0.5248518711
334	0.5248030111
335	0.5247901635
336	0.5247475472
337	0.5247137823
338	0.5246714089
339	0.5246546978
340	0.524622129
341	0.5246018899
342	0.5245573483
343	0.5245432567
344	0.5245420418
345	0.5244854237
346	0.5244371802
347	0.524374769
348	0.5243431541
349	0.5243093382
350	0.5242753508
351	0.5242549953
352	0.5242078382
353	0.5241612921
354	0.524121426
355	0.5240948822
356	0.5240571369
357	0.5239800391
358	0.5239376171
359	0.5239046802
360	0.523870913
361	0.5238334121
362	0.5237757027
363	0.5237471282
364	0.5237049089
365	0.523663391
366	0.5236192318
367	0.523583041
368	0.5235379875
369	0.5234740861
370	0.5234334226
371	0.523379565
372	0.5233232476
373	0.5232985275
374	0.52328327
375	0.5232531709
376	0.5232189765
377	0.5231659795
378	0.5231293864
379	0.5231039955
380	0.5230790419
381	0.5230400733
382	0.5230018508
383	0.5229724349
384	0.5229466554
385	0.5229073064
386	0.5228548589
387	0.5228078322
388	0.5227917187
389	0.522753898
390	0.5227362317
391	0.5226977444
392	0.5226760584
393	0.5226510707
394	0.5226033132
395	0.5225816368
396	0.5225542244
397	0.5225123674
398	0.5224812457
399	0.5224324163
400	0.5223969144
401	0.5223622804
402	0.5223327012
403	0.522313552
404	0.5222747324
405	0.5222325677
406	0.522212624
407	0.5221698033
408	0.5221428968
409	0.5221109513
410	0.5220715109
411	0.5220232877
412	0.5219676501
413	0.5219322671
414	0.521891051
415	0.5218499931
416	0.5218144008
417	0.5218077684
418	0.5217788517
419	0.5217599814
420	0.5217375909
421	0.5216922949
422	0.5216536547
423	0.5216164684
424	0.5215874478
425	0.5215419173
426	0.5215154951
427	0.5214940159
428	0.5214401765
429	0.5214163355
430	0.5213793559
431	0.5213382213
432	0.5213083303
433	0.5212362083
434	0.521200879
435	0.5211455353
436	0.5210956662
437	0.521045374
438	0.5210052653
439	0.520971354
440	0.5209582875
441	0.5209320682
442	0.5208894253
443	0.5208528343
444	0.5208206015
445	0.5207633016
446	0.5207384819
447	0.5207231624
448	0.5206758262
449	0.5206355682
450	0.5205914796
451	0.5205450398
452	0.5205267316
453	0.5204911519
454	0.5204606206
455	0.520435523
456	0.52039693
457	0.5203425929
458	0.5203222891
459	0.5203025143
460	0.5202772022
461	0.5202359821
462	0.5202022369
463	0.5201816967
464	0.5201694978
465	0.5201442289
466	0.5201221663
467	0.520090075
468	0.5200756851
469	0.5200528027
470	0.520016386
471	0.5199765554
472	0.5199496584
473	0.5199251895
474	0.5198836023
475	0.5198314291
476	0.5197986068
477	0.5197737846
478	0.5197366259
479	0.5197113394
480	0.5196771081
481	0.5196511354
482	0.5196000291
483	0.5195573946
484	0.5195173143
485	0.5194895736
486	0.5194740947
487	0.5194476801
488	0.5194158403
489	0.519357033
490	0.5193095228
491	0.5192894657
492	0.5192634391
493	0.519224467
494	0.5191942873
495	0.51913903
496	0.5191177403
497	0.5190841255
498	0.5190584554
499	0.5189902304
500	0.5189886246
501	0.5189610229
502	0.5189423281
503	0.5188950449
504	0.5188675822
505	0.5188523473
506	0.5188248962
507	0.5188001964
508	0.5187623128
509	0.5187244018
510	0.5187041011
511	0.5186701392
512	0.5186493159
513	0.518624148
514	0.518576293
515	0.5185376552
516	0.518505994
517	0.5184607209
518	0.5184446589
519	0.5184143677
520	0.5183907357
521	0.5183573993
522	0.5183555539
523	0.518330205
524	0.5182913043
525	0.5182516487
526	0.5182339259
527	0.5182333853
528	0.518206054
529	0.5181830983
530	0.5181293298
531	0.5180750161
532	0.5180513868
533	0.5180306164
534	0.5180128874
535	0.5179859365
536	0.5179451836
537	0.5179218921
538	0.5178874262
539	0.5178463609
540	0.5178236575
541	0.5177895259
542	0.5177633527
543	0.5177371493
544	0.5177192179
545	0.5176756626
546	0.5176538148
547	0.5176324783
548	0.5176107326
549	0.5175846754
550	0.5175479891
551	0.5175404453
552	0.5175157887
553	0.5174752345
554	0.517435504
555	0.5174055173
556	0.5173627653
557	0.517319184
558	0.5172896076
559	0.5172553144
560	0.5172259876
561	0.5171866858
562	0.5171648545
563	0.517135148
564	0.5170903476
565	0.5170283801
566	0.5169989963
567	0.5169554502
568	0.5169138635
569	0.5168915288
570	0.5168593407
571	0.5168382485
572	0.516810893
573	0.5167749274
574	0.5167516049
575	0.516722813
576	0.5166749678
577	0.5166511889
578	0.5166221776
579	0.5165639794
580	0.5165104049
581	0.5164846978
582	0.5164073138
583	0.51637879
584	0.5163526484
585	0.51631911
586	0.5162638
587	0.5162116814
588	0.5161843963
589	0.5161437501
590	0.5161107218
591	0.5160954866
592	0.5160827018
593	0.516048381
594	0.5159969323
595	0.5159684315
596	0.5159336001
597	0.5159159537
598	0.5158888793
599	0.5158338784
600	0.5157782481
601	0.5157511568
602	0.5157310893
603	0.515694494
604	0.5156481257
605	0.515596804
606	0.51556326
607	0.5155336577
608	0.5155072459
609	0.5154684589
610	0.5154524004
611	0.5154483673
612	0.5154384148
613	0.5153912983
614	0.5153513252
615	0.5153286053
616	0.5152905789
617	0.5152594874
618	0.5152589333
619	0.5152114895
620	0.5151876679
621	0.5151858811
622	0.5151627596
623	0.5151512658
624	0.515113043
625	0.5150444633
626	0.5149953809
627	0.5149635535
628	0.5149271804
629	0.5148965287
630	0.514861938
631	0.514827846
632	0.5147671538
633	0.5147414015
634	0.5147160503
635	0.5146957309
636	0.5146621593
637	0.5146457543
638	0.514630967
639	0.5146303437
640	0.5145988798
641	0.5145857188
642	0.5145584009
643	0.5144981474
644	0.5144737589
645	0.5144292794
646	0.5143923366
647	0.5143736135
648	0.5143522077
649	0.5143308341
650	0.5142901316
651	0.5142449951
652	0.5142183448
653	0.5141973038
654	0.5141695786
655	0.5141418368
656	0.5141142971
657	0.5141014608
658	0.5140351165
659	0.5139802147
660	0.5139652293
661	0.5139428111
662	0.513925803
663	0.5139038877
664	0.5138568463
665	0.5138388079
666	0.5138013373
667	0.5137795995
668	0.5137652806
669	0.5137500223
670	0.5137282438
671	0.5136763171
672	0.5136675127
673	0.5136421248
674	0.5136231684
675	0.5135960238
676	0.513569134
677	0.5135577294
678	0.5135356893
679	0.5134963928
680	0.5134482559
681	0.5134252097
682	0.5133812654
683	0.5133533161
684	0.5133319082
685	0.5132905369
686	0.5132762707
687	0.5132634396
688	0.5132285652
689	0.5132066891
690	0.5131732131
691	0.5131242749
692	0.5130967984
693	0.5130576765
694	0.513044347
695	0.5130181188
696	0.5129802035
697	0.5129498634
698	0.5128870819
699	0.512842468
700	0.512817914
701	0.5128063632
702	0.5127729116
703	0.5127279784
704	0.5127012199
705	0.5126610256
706	0.5126092968
707	0.5125818398
708	0.5125572511
709	0.5125131314
710	0.5124895108
711	0.5124443444
712	0.5124256691
713	0.5123940509
714	0.5123795934
715	0.5123476433
716	0.5123163922
717	0.5122798251
718	0.5122427362
719	0.5122327164
720	0.5122105912
721	0.5121994008
722	0.5121458844
723	0.5121155124
724	0.5120770732
725	0.5120226848
726	0.5119803686
727	0.5119389066
728	0.5119288339
729	0.5119093658
730	0.5118955953
731	0.511856551
732	0.511841281
733	0.5118269338
734	0.5118037021
735	0.5117956208
736	0.5117737344
737	0.5117592497
738	0.5117504479
739	0.5117276378
740	0.5117129353
741	0.5116805938
742	0.5116606427
743	0.5116469193
744	0.5116104481
745	0.5115741323
746	0.5115395649
747	0.5115004647
748	0.5114780898
749	0.5114518132
750	0.5114302178
751	0.5113909584
752	0.5113607012
753	0.5113257734
754	0.5112782951
755	0.5112388069
756	0.5112376903
757	0.511208017
758	0.5111969466
759	0.5111732113
760	0.5111585828
761	0.5111377493
762	0.5111042324
763	0.5110792118
764	0.511063231
765	0.5110216158
766	0.5110213239
767	0.5109757485
768	0.5109495596
769	0.510918582
770	0.5108805312
771	0.5108541161
772	0.5108533799
773	0.5108288112
774	0.5107940831
775	0.5107797925
776	0.5107494852
777	0.5107250961
778	0.5107024502
779	0.5106659817
780	0.5106396231
781	0.510606107
782	0.5105796425
783	0.510556895
784	0.5105436761
785	0.5105203416
786	0.5104913429
787	0.5104520748
788	0.5104275123
789	0.510383663
790	0.5103686425
791	0.5103476863
792	0.5103308285
793	0.5103070439
794	0.5102836377
795	0.5102716687
796	0.5102134305
797	0.510191326
798	0.5101749162
799	0.5101429508
800	0.5101245921
801	0.5101131386
802	0.510067661
803	0.5100560091
804	0.510042335
805	0.5100288343
806	0.5099970932
807	0.5099821127
808	0.5099567962
809	0.5099333126
810	0.5098831628
811	0.5098509231
812	0.5098300407
813	0.5098089851
814	0.5097795362
815	0.509749664
816	0.5097261462
817	0.5096945377
818	0.5096649475
819	0.5096488713
820	0.5096248625
821	0.5095960042
822	0.5095693823
823	0.5095192139
824	0.5094902323
825	0.5094751675
826	0.5094445677
827	0.5094201538
828	0.5094171076
829	0.5093986095
830	0.509354992
831	0.5093302827
832	0.5092976832
833	0.5092785756
834	0.5092501087
835	0.5092005933
836	0.5091793544
837	0.5091572453
838	0.5091154823
839	0.509103709
840	0.5090640963
841	0.5090234486
842	0.5089906045
843	0.5089645169
844	0.5089296965
845	0.5089040343
846	0.5088824387
847	0.5088591246
848	0.5088530827
849	0.5088271178
850	0.5087869165
851	0.5087671163
852	0.5087543845
853	0.508719774
854	0.50869818
855	0.5086640473
856	0.5086376786
857	0.5086269099
858	0.5086055283
859	0.5085808703
860	0.5085462684
861	0.5085289082
862	0.5085056515
863	0.5084712896
864	0.5084357693
865	0.5084191119
866	0.5083927631
867	0.5083636045
868	0.5083115918
869	0.5082924786
870	0.5082830461
871	0.5082622107
872	0.5082419328
873	0.5082028602
874	0.5081752603
875	0.5081490195
876	0.5080965243
877	0.5080638543
878	0.5080255047
879	0.5079948221
880	0.5079603514
881	0.5079253041
882	0.5078989727
883	0.5078853913
884	0.5078490153
885	0.5078107505
886	0.5077737986
887	0.5077460313
888	0.5077249789
889	0.5077069697
890	0.5076729135
891	0.5076583631
892	0.5076120683
893	0.5075845177
894	0.5075489846
895	0.5075014636
896	0.5074628046
897	0.5074379763
898	0.5073889462
899	0.5073647501
900	0.5073320655
901	0.5073183121
902	0.5072988752
903	0.5072382315
904	0.5072129577
905	0.5071756614
906	0.5071578806
907	0.5071464004
908	0.5071204969
909	0.5070938452
910	0.5070770616
911	0.5070511221
912	0.5070250447
913	0.5069870203
914	0.5069613183
915	0.5069313085
916	0.5069008807
917	0.5068590709
918	0.5068236372
919	0.5068004243
920	0.5067864977
921	0.5067595895
922	0.506729289
923	0.5067047948
924	0.5066814506
925	0.5066624643
926	0.5066526124
927	0.5066286607
928	0.5066277965
929	0.5065900043
930	0.5065846273
931	0.5065530393
932	0.5065254664
933	0.506499835
934	0.506477912
935	0.5064492518
936	0.5064270065
937	0.5063934117
938	0.5063662155
939	0.5063559093
940	0.5063384846
941	0.5063233052
942	0.506290935
943	0.5062673927
944	0.5062310082
945	0.5062079109
946	0.5061921437
947	0.5061812563
948	0.5061334319
949	0.5061007849
950	0.506072343
951	0.506059156
952	0.5060512899
953	0.506032472
954	0.5060190985
955	0.5060007606
956	0.5059452527
957	0.505909882
958	0.5058808256
959	0.5058371821
960	0.505834195
961	0.5058045824
962	0.5057903697
963	0.5057559117
964	0.505746091
965	0.5057112187
966	0.5056760389
967	0.5056603585
968	0.5056351862
969	0.50560171
970	0.5055708611
971	0.5055349871
972	0.5055227481
973	0.5054873062
974	0.5054823282
975	0.5054543093
976	0.5054289262
977	0.5054231011
978	0.5053987628
979	0.5053647181
980	0.5053315021
981	0.5053140865
982	0.5052738385
983	0.5052517041
984	0.505223214
985	0.5051805761
986	0.5051521575
987	0.5051273914
988	0.5050913112
989	0.505063825
990	0.5050364175
991	0.5050073439
992	0.5049744639
993	0.5049517989
994	0.5049382575
995	0.504910386
996	0.5048824721
997	0.5048535989
998	0.5048430938
999	0.5048176497
